Date,open,high,low,close,volume,ticker,sector,channel,region,country,lat,lon,returns,rolling_vol_21,rolling_return_21,rolling_sharpe_21,max_drawdown,value_at_risk_95,risk_score,roi,cost,revenue,impressions,conversion_rate,campaign,geo_lat,geo_lon,audit_flag,risk_band,date
2024-03-11,159.49,161.32,158.88,161.23,4620826.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.010719658976930724,0.11806268014444313,0.001475724036654868,0.012499496325590794,-0.041423031944359166,-0.011642895864052089,0.0,1.072,1934.76,1955.5,4621,5.54,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-03-11
2024-03-12,161.58,163.11,161.13,162.74,8018736.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.009365502698009065,0.1211800033783269,0.001812091294591975,0.01495371549821287,-0.041423031944359166,-0.011642895864052089,0.0,0.937,1952.88,1971.17,8019,5.47,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-03-12
2024-03-13,162.53,162.68,159.81,161.1,6260000.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.01007742411208068,0.12632760958710082,0.0010011042219028256,0.00792466686558001,-0.041423031944359166,-0.011642895864052089,0.0,-1.008,1933.2,1913.72,6260,4.5,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-03-13
2024-03-14,160.94,161.54,158.69,159.21,6988264.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.011731843575418899,0.12961444562122532,0.0008587534342714473,0.006625445413553658,-0.041423031944359166,-0.011848434224183113,0.0,-1.173,1910.52,1888.11,6988,4.41,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-03-14
2024-03-15,158.06,159.19,157.1,158.18,13165500.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.006469442874191378,0.13072908439411035,0.0007728481104075277,0.0059118299037237525,-0.041423031944359166,-0.011848434224183113,0.0,-0.647,1898.16,1885.88,13166,4.68,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-03-15
2024-03-18,158.57,158.69,156.5,156.76,6602255.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.008977114679479148,0.1255685957935674,-0.0003211901340970697,-0.0025578858477090937,-0.041423031944359166,-0.011848434224183113,0.0,-0.898,1881.12,1864.23,6602,4.55,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-03-18
2024-03-19,156.67,156.86,155.66,156.21,7840624.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.0035085480990046936,0.1224748861471761,-7.515534728362914e-05,-0.0006136388417892968,-0.041423031944359166,-0.011526305215287875,0.0,-0.351,1874.52,1867.94,7841,4.82,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-03-19
2024-03-20,155.7,156.44,155.21,155.76,5982304.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.0028807374687921383,0.118849299486721,-0.0006108063490142257,-0.005139334869049614,-0.042890500184343094,-0.011526305215287875,0.0,-0.288,1869.12,1863.74,5982,4.86,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-03-20
2024-03-21,155.59,156.95,155.1,155.75,5915777.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-6.420133538775907e-05,0.11699440981977549,-0.0008612195610840869,-0.007361202662680688,-0.04295194789234356,-0.011526305215287875,0.0,-0.006,1869.0,1868.88,5916,5.0,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-03-21
2024-03-22,155.69,156.36,155.11,155.23,7248622.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.0033386837881220766,0.1087190530202735,-0.0015513723524159067,-0.014269553581621179,-0.04614722870836922,-0.011526305215287875,0.0,-0.334,1862.76,1856.54,7249,4.83,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-03-22
2024-03-25,155.4,155.9836,154.9,155.22,7498100.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-6.442053726718466e-05,0.10240778131716342,-0.001966970231952491,-0.01920723412472592,-0.04620867641636968,-0.011526305215287875,0.0,-0.006,1862.64,1862.52,7498,5.0,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-03-25
2024-03-26,155.61,156.23,154.76,155.77,6864099.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.0035433578147145983,0.10272308991446893,-0.0014892917991872043,-0.014498121117922407,-0.04620867641636968,-0.011526305215287875,0.0,0.354,1869.24,1875.86,6864,5.18,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-03-26
2024-03-27,155.99,158.22,155.44,157.96,8461600.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.014059189831161278,0.11579621236774364,-0.000876076356106341,-0.007565673679585586,-0.04620867641636968,-0.011526305215287875,0.0,1.406,1895.52,1922.17,8462,5.7,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-03-27
2024-03-28,158.2,159.14,158.11,158.19,6181503.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.0014560648265382614,0.11501683694784641,-0.0009753500559518983,-0.00848006328320578,-0.04620867641636968,-0.011526305215287875,0.0,0.146,1898.28,1901.04,6182,5.07,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-03-28
2024-04-01,157.72,158.15,156.77,157.78,4364699.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.00259181996333524,0.11515337417608448,-0.0010486602547925337,-0.009106639404148036,-0.04620867641636968,-0.011526305215287875,0.0,-0.259,1893.36,1888.45,4365,4.87,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-01
2024-04-02,156.57,157.83,155.95,157.73,6102497.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.0003168969451134984,0.11336958333723438,-0.0012821053707278416,-0.011309077205603129,-0.04620867641636968,-0.011526305215287875,0.0,-0.032,1892.76,1892.16,6102,4.98,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-02
2024-04-03,157.79,158.05,154.25,154.26,8098242.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.021999619603119247,0.1271398885967519,-0.0016600083732238446,-0.013056550477945388,-0.05210765638441714,-0.011848434224183113,0.0,-2.2,1851.12,1810.4,8098,3.9,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-03
2024-04-04,155.31,155.5,152.41,152.5,6947423.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.011409308958900466,0.13113143483258763,-0.002242038005234021,-0.017097639540788807,-0.0629224529925036,-0.011848434224183113,0.0,-1.141,1830.0,1809.12,6947,4.43,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-04
2024-04-05,152.03,153.01,151.61,152.39,6783020.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.0007213114754098804,0.1310806297584173,-0.002088851007886699,-0.01593561925767727,-0.06359837778050904,-0.011848434224183113,0.0,-0.072,1828.68,1827.36,6783,4.96,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-05
2024-04-08,151.99,153.035,151.56,151.59,5935415.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.005249688299757138,0.13151237973441615,-0.002198375813687801,-0.01671611309997835,-0.06851419442054836,-0.011848434224183113,0.0,-0.525,1819.08,1809.53,5935,4.74,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-08
2024-04-09,151.55,152.5301,150.94,152.29,6135556.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.004617718846889662,0.1318417750547344,-0.0021733127962445635,-0.01648425011982968,-0.06851419442054836,-0.011848434224183113,0.0,0.462,1827.48,1835.92,6136,5.23,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-09
2024-04-10,151.53,151.82,149.76,150.2,6809519.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.013723816402915534,0.1288809518623147,-0.0033372878143324808,-0.025894344867174405,-0.07705542583261675,-0.013740808410304917,0.0,-1.372,1802.4,1777.66,6810,4.31,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-10
2024-04-11,150.8,150.87,148.39,148.79,8374434.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.009387483355525972,0.12176768537008702,-0.004230287150215102,-0.03474063859683332,-0.08571955266068605,-0.013740808410304917,0.0,-0.939,1785.48,1768.72,8374,4.53,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-11
2024-04-12,148.06,149.065,147.15,147.52,7100178.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.00853551986020551,0.12094917340111683,-0.004156863138221046,-0.034368677530644966,-0.09352341157674832,-0.013740808410304917,0.0,-0.854,1770.24,1755.13,7100,4.57,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-12
2024-04-15,148.37,149.49,147.37,147.59,8502266.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.00047451193058556385,0.1186868937088711,-0.0035756081141255953,-0.03012639392936055,-0.09352341157674832,-0.013740808410304917,0.0,0.047,1771.08,1771.92,8502,5.02,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-15
2024-04-16,145.01,146.25,143.39,144.45,12774859.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.021275154143234776,0.1334046059054116,-0.004280641984080043,-0.03208766260375721,-0.1123878579328995,-0.014179086390121925,0.0,-2.128,1733.4,1696.52,12775,3.94,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-16
2024-04-17,145.0,145.41,143.54,144.77,9378059.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.002215299411561178,0.1340723529375571,-0.003747669884506694,-0.027952592778409245,-0.1123878579328995,-0.014179086390121925,0.0,0.222,1737.24,1741.09,9378,5.11,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-17
2024-04-18,144.98,145.8,143.13,145.74,9887704.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.00670028320784688,0.13887964480829249,-0.0032615350603709048,-0.02348461550915602,-0.1123878579328995,-0.013740808410304917,0.0,0.67,1748.88,1760.6,9888,5.34,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-18
2024-04-19,146.15,148.13,144.55,147.91,9747587.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.014889529298751203,0.15247120894969163,-0.0024153318809640788,-0.01584123256844527,-0.1123878579328995,-0.013740808410304917,0.0,1.489,1774.92,1801.35,9748,5.74,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-19
2024-04-22,148.51,150.27,147.3,149.12,10118694.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.008180650395510858,0.15668980672848756,-0.0020227198937784303,-0.012909071342996827,-0.1123878579328995,-0.013740808410304917,0.0,0.818,1789.44,1804.08,10119,5.41,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-22
2024-04-23,149.86,150.49,148.2,149.56,10110442.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.00295064377682408,0.15753664564717254,-0.0017232281049714706,-0.010938585735987447,-0.1123878579328995,-0.013740808410304917,0.0,0.295,1794.72,1800.02,10110,5.15,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-23
2024-04-24,148.14,148.99,146.86,148.53,9756259.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.006886868146563252,0.15840187056876195,-0.0020481065625569976,-0.012929812982656151,-0.1123878579328995,-0.013740808410304917,0.0,-0.689,1782.36,1770.09,9756,4.66,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-24
2024-04-25,149.37,149.58,146.33,146.82,7642732.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.011512825691779471,0.16028077387807627,-0.0027650676819138582,-0.017251399622123194,-0.1123878579328995,-0.013740808410304917,0.0,-1.151,1761.84,1741.56,7643,4.42,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-25
2024-04-26,146.7,147.175,145.95,146.14,6182982.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.004631521591063947,0.14818135434802687,-0.0036551015591626784,-0.0246664067503264,-0.1123878579328995,-0.013740808410304917,0.0,-0.463,1753.68,1745.56,6183,4.77,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-26
2024-04-29,146.14,147.22,145.985,146.82,6461588.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.004653072396332281,0.14997380802458649,-0.0035028631034582014,-0.02335649904204571,-0.1123878579328995,-0.013740808410304917,0.0,0.465,1761.84,1770.04,6462,5.23,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-29
2024-04-30,146.88,146.88,144.53,144.59,8817719.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.015188666394224115,0.15526463717192523,-0.004102712933500528,-0.02642400103609926,-0.1123878579328995,-0.01411990704287923,0.0,-1.519,1735.08,1708.73,8818,4.24,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-04-30
2024-05-01,148.735,151.85,147.62,151.18,14473711.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.04557714918044131,0.23186349177046056,-0.0019172821656169663,-0.008269012732349562,-0.1123878579328995,-0.01411990704287923,0.0,4.558,1814.16,1896.84,14474,7.28,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-01
2024-05-02,152.04,152.33,149.14,149.92,8459796.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.008334435771927606,0.22155342294358174,-0.001266559126036412,-0.00571672109240641,-0.1123878579328995,-0.01411990704287923,0.0,-0.833,1799.04,1784.05,8460,4.58,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-02
2024-05-03,149.89,149.89,147.82,149.27,6532718.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.004335645677694622,0.21881122128130415,-0.0009297180174075622,-0.004248950359873522,-0.1123878579328995,-0.01411990704287923,0.0,-0.434,1791.24,1783.47,6533,4.78,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-03
2024-05-06,149.87,150.05,147.91,148.58,5042757.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.0046224961479198745,0.21918141582748388,-0.0011154887160985142,-0.005089339859801378,-0.1123878579328995,-0.01411990704287923,0.0,-0.462,1782.96,1774.72,5043,4.77,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-06
2024-05-07,149.38,149.73,148.45,148.72,7333730.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.0009422533315384118,0.2187589699435626,-0.000820634352703488,-0.0037513175021586668,-0.1123878579328995,-0.01411990704287923,0.0,0.094,1784.64,1786.32,7334,5.05,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-07
2024-05-08,149.12,149.73,148.7,148.95,7735148.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.0015465303926842644,0.218054529149477,-0.0009668814219513642,-0.004434126755920599,-0.1123878579328995,-0.01411990704287923,0.0,0.155,1787.4,1790.16,7735,5.08,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-08
2024-05-09,148.98,150.1,148.89,149.85,6546153.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.0060422960725075026,0.2142005177796567,-2.5637970740743393e-05,-0.00011969145082607411,-0.1123878579328995,-0.01411990704287923,0.0,0.604,1798.2,1809.07,6546,5.3,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-09
2024-05-10,150.0,150.09,149.19,149.91,5710566.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.00040040040040034697,0.21147659669110686,0.0004404517319224146,0.0020827445628215785,-0.1123878579328995,-0.01411990704287923,0.0,0.04,1798.92,1799.64,5711,5.02,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-10
2024-05-13,150.04,152.0,149.705,151.22,5628467.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.008738576479220939,0.21070305761904526,0.0012630277480855788,0.005994349405072017,-0.1123878579328995,-0.01411990704287923,0.0,0.874,1814.64,1830.5,5628,5.44,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-13
2024-05-14,151.85,152.21,150.7,151.38,8254171.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.0010580611030286402,0.2106852376752701,0.0012908158039162015,0.006126750113862939,-0.1123878579328995,-0.01411990704287923,0.0,0.106,1816.56,1818.48,8254,5.05,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-14
2024-05-15,151.82,152.95,151.3,152.67,5547955.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.008521601268331347,0.19518743108877978,0.0027097089187526836,0.013882599425780595,-0.1123878579328995,-0.01411990704287923,0.0,0.852,1832.04,1847.65,5548,5.43,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-15
2024-05-16,153.0,154.38,152.33,154.28,7590959.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.010545621274644645,0.19704587264620818,0.003106390912232849,0.015764810856050308,-0.1123878579328995,-0.01411990704287923,0.0,1.055,1851.36,1870.88,7591,5.53,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-16
2024-05-17,154.86,154.86,153.7129,154.64,6521794.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.0023334197562872028,0.19662253216128006,0.00289844503358715,0.014741164208025223,-0.1123878579328995,-0.01411990704287923,0.0,0.233,1855.68,1860.01,6522,5.12,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-17
2024-05-20,153.1,153.39,151.26,151.27,7742280.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.02179255043973083,0.2091002164748392,0.001151679331754672,0.005507786415387342,-0.1123878579328995,-0.015492990781674647,0.0,-2.179,1815.24,1775.68,7742,3.91,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-20
2024-05-21,151.78,152.585,150.785,151.24,5492354.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.0001983208831890515,0.20756015675030914,0.0007526806994356287,0.0036263255492772106,-0.1123878579328995,-0.015492990781674647,0.0,-0.02,1814.88,1814.52,5492,4.99,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-21
2024-05-22,150.84,154.08,150.32,153.5,6609788.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.01494313673631309,0.2132400186372852,0.0013237517927446292,0.006207801899493786,-0.1123878579328995,-0.015492990781674647,0.0,1.494,1842.0,1869.53,6610,5.75,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-22
2024-05-23,152.75,152.84,149.375,149.7,8000422.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.024755700325732932,0.23021738659865615,0.00047285502230797773,0.002053950091668437,-0.1123878579328995,-0.02130102395805958,0.0,-2.476,1796.4,1751.93,8000,3.76,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-23
2024-05-24,149.53,149.8139,146.76,146.97,9520576.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.018236472945891702,0.23573998177967345,0.00015268134354072869,0.0006476684285291379,-0.1123878579328995,-0.02130102395805958,0.0,-1.824,1763.64,1731.48,9521,4.09,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-24
2024-05-28,146.79,146.79,144.1502,144.38,10499829.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.01762264407702252,0.2432381646907315,-0.0004659435367430129,-0.0019155856455973642,-0.11281799188890282,-0.02130102395805958,0.0,-1.762,1732.56,1702.03,10500,4.12,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-28
2024-05-29,143.82,145.415,143.71,144.44,8263810.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.00041557002354908334,0.2425564830218458,-0.0006677293640184032,-0.0027528819502147233,-0.11281799188890282,-0.02130102395805958,0.0,0.042,1733.28,1734.0,8264,5.02,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-29
2024-05-30,144.62,145.61,144.02,145.28,8491111.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.005815563555801706,0.2375747289455427,0.00033247206217330253,0.0013994420351396565,-0.11281799188890282,-0.02130102395805958,0.0,0.582,1743.36,1753.5,8491,5.29,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-30
2024-05-31,145.57,147.48,145.19,146.67,14621203.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.009567731277532854,0.1759124239868525,-0.0013822621236794811,-0.007857671973088096,-0.11281799188890282,-0.02130102395805958,0.0,0.957,1760.04,1776.88,14621,5.48,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-05-31
2024-06-03,147.25,148.9,146.77,147.74,7329241.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.007295288743437878,0.17646074433039263,-0.0006379895277096962,-0.0036154756692806968,-0.11281799188890282,-0.02130102395805958,0.0,0.73,1772.88,1785.81,7329,5.36,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-06-03
2024-06-04,147.48,148.31,146.19,147.8,8876441.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.0004061188574522312,0.17597262346080803,-0.00041219121651222705,-0.002342359898976154,-0.11281799188890282,-0.02130102395805958,0.0,0.041,1773.6,1774.32,8876,5.02,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-06-04
2024-06-05,147.97,147.99,145.855,145.97,5891299.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.012381596752368162,0.18031097037707186,-0.0007816721976764312,-0.0043351338858738,-0.11281799188890282,-0.02130102395805958,0.0,-1.238,1751.64,1729.95,5891,4.38,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-06-05
2024-06-06,145.5,147.0,144.66,146.42,5016301.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.003082825238062581,0.1807208436141113,-0.0006797402021276613,-0.0037612717411783085,-0.11281799188890282,-0.02130102395805958,0.0,0.308,1757.04,1762.46,5016,5.15,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-06-06
2024-06-07,146.68,148.3,146.34,147.08,5111626.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.00450758093156689,0.18146999221271387,-0.0005387377955142029,-0.002968743145603434,-0.11281799188890282,-0.02130102395805958,0.0,0.451,1764.96,1772.92,5112,5.23,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-06-07
2024-06-10,146.53,147.56,145.6,147.13,5751309.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.00033995104704920287,0.17993296065622544,-0.000810278034821741,-0.004503221821430672,-0.11281799188890282,-0.02130102395805958,0.0,0.034,1765.56,1766.16,5751,5.02,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-06-10
2024-06-11,146.81,147.16,145.44,146.76,5661236.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.0025147828451029808,0.17996919248478008,-0.0009490962846076137,-0.005273659738668208,-0.11281799188890282,-0.02130102395805958,0.0,-0.251,1761.12,1756.69,5661,4.87,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-06-11
2024-06-12,147.06,147.21,144.78,145.41,6180493.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.009198691741618914,0.17852407020165936,-0.0018032519141714162,-0.010100889544667434,-0.11281799188890282,-0.02130102395805958,0.0,-0.92,1744.92,1728.87,6180,4.54,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-06-12
2024-06-13,145.07,146.0,143.88,145.45,6840374.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.00027508424454980585,0.17838650077623364,-0.0018405365264799322,-0.010317689502686552,-0.11281799188890282,-0.02130102395805958,0.0,0.028,1745.4,1745.88,6840,5.01,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-06-13
2024-06-14,145.14,145.97,144.48,145.54,4075342.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.0006187693365418134,0.17466415432722399,-0.002216861856565148,-0.012692139753025543,-0.11281799188890282,-0.02130102395805958,0.0,0.062,1746.48,1747.56,4075,5.03,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-06-14
2024-06-17,145.02,146.43,144.74,145.95,6666583.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.0028170949567130066,0.16952498791922294,-0.0025848869193237974,-0.015247822465886102,-0.11281799188890282,-0.02130102395805958,0.0,0.282,1751.4,1756.33,6667,5.14,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-06-17
2024-06-18,145.96,146.39,145.265,145.65,6156572.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,-0.0020554984583760483,0.16859983515162377,-0.0027938830247839523,-0.016571089896211234,-0.11281799188890282,-0.02130102395805958,0.0,-0.206,1747.8,1744.21,6157,4.9,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-06-18
2024-06-20,145.27,148.08,145.01,147.78,8749717.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.014624098867147328,0.16402714348126513,-0.0010597568673135639,-0.0064608627866192606,-0.11281799188890282,-0.02130102395805958,0.0,1.462,1773.36,1799.29,8750,5.73,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-06-20
2024-06-21,147.89,149.08,147.37,148.75,15176869.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.006563811070510184,0.1661337249475589,-0.0007377505838040765,-0.00444070331919032,-0.11281799188890282,-0.02130102395805958,0.0,0.656,1785.0,1796.72,15177,5.33,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-06-21
2024-06-24,149.0,149.7199,148.17,149.12,6914671.0,JNJ,Healthcare,Healthcare Retail,North America,USA,40.4981,-74.4469,0.0024873949579831134,0.15665302456195276,-0.0013308811446769324,-0.008495725814413489,-0.11281799188890282,-0.02130102395805958,0.0,0.249,1789.44,1793.89,6915,5.12,JNJ-Healthcare_Retail,40.4981,-74.4469,OK,Low,2024-06-24
